description,title,country,region,postal code,locality,extend address,name
"
	Level 3 Cincinnati is located in the area Cincinnati, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 07-10-2007.",Level 3 Cincinnati,USA,Ohio,45202,Cincinnati,Level 3 Cincinnati,Level 3 Communications
"
	Level 3 Cambridge 1 is located in the area Boston, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 19-11-2014.",Level 3 Cambridge 1,USA,Massachusetts,02141,Cambridge,Level 3 Cambridge 1,Level 3 Communications
"
	Level 3 Tustin is located in the area Tustin, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 06-12-2014.",Level 3 Tustin,USA,California,92780,Tustin,Level 3 Tustin,Level 3 Communications
"
	Level 3 Detroit is located in the area Detroit, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 07-10-2007.",Level 3 Detroit,USA,Michigan,48075,Southfield,Level 3 Detroit,Level 3 Communications
"
	Level 3 Denver 1 is located in the area Denver, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 21-11-2014.",Level 3 Denver 1,USA,Colorado,80203,Denver,Level 3 Denver 1,Level 3 Communications
"
	Level 3 Orlando is located in the area Orlando, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 08-12-2014.",Level 3 Orlando,USA,Florida,32810,Orlando,Level 3 Orlando,Level 3 Communications
"
	Level 3 Phoenix 1 is located in the area Phoenix, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 11-12-2014.",Level 3 Phoenix 1,USA,Arizona,85034,Phoenix,Level 3 Phoenix 1,Level 3 Communications
"
	Level 3 Chicago is located in the area Chicago, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 07-10-2007.",Level 3 Chicago,USA,Illinois,60606,Chicago,Level 3 Chicago,Level 3 Communications
"
	Level 3 Oakland is located in the area Emeryville, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 07-10-2007.",Level 3 Oakland,USA,California,94608,Emeryville,Level 3 Oakland,Level 3 Communications
"
	Level 3 Garden City 1 is located in the area Long Island, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 21-11-2014.",Level 3 Garden City 1,USA,New York,11530,Garden City,Level 3 Garden City 1,Level 3 Communications
"
	Level 3 Houston 1 is located in the area Houston, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 15-07-2015.",Level 3 Houston 1,USA,Texas,77003,Houston,Level 3 Houston 1,Level 3 Communications
"
	365 Data Centers - Philadelphia is located in the area Philadelphia, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 10-02-2015.",365 Data Centers - Philadelphia,USA,Pennsylvania,19104,Philadelphia,365 Data Centers - Philadelphia,365 Data Centers
"
	Level 3 Miami is located in the area Miami, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 03-12-2014.",Level 3 Miami,USA,Florida,33128,Miami,Level 3 Miami,Level 3 Communications
"
	Equinix SV8 is located in the area Palo Alto, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 13-01-2014.",Equinix SV8,USA,California,94301,Palo Alto,Equinix SV8,"Equinix, Inc"
"
	365 Data Centers - New York is located in the area New York, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 15-01-2016.",365 Data Centers - New York,USA,New York,10006,New York,365 Data Centers - New York,365 Data Centers
"
	365 Data Centers - Detroit is located in the area Detroit, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 10-02-2015.",365 Data Centers - Detroit,USA,Michigan,48034,Southfield,365 Data Centers - Detroit,365 Data Centers
"
	365 Data Centers - San Jose is located in the area San Jose, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 10-02-2015.",365 Data Centers - San Jose,USA,California,95126,San Jose,365 Data Centers - San Jose,365 Data Centers
"
	365 Data Centers - Pittsburgh is located in the area Pittsburgh, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 10-02-2015.",365 Data Centers - Pittsburgh,USA,Pennsylvania,15212,Pittsburgh,365 Data Centers - Pittsburgh,365 Data Centers
"
	365 Data Centers - Nashville is located in the area Nashville, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 10-02-2015.",365 Data Centers - Nashville,USA,Tennessee,37219,Nashville,365 Data Centers - Nashville,365 Data Centers
"
	Coloco #8 is located in the area Laurel, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 24-10-2008.",Coloco #8,USA,Maryland,20705,Laurel,Coloco #8,AiNET
"
	Switch is located in the area Las Vegas, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 29-11-2016.",Switch,USA,Nevada,89104,Las Vegas,,Switch
"
	Qwest Sunnyvale 2 is located in the area San Jose, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 28-05-2008.",Qwest Sunnyvale 2,USA,California,98108,Sunnyvale,Qwest Sunnyvale 2,Qwest Communications International Inc.
"
	HostDime Brazil is located in the area Joao Pessoa (João Pessoa), Brazil (Brasil), and the colocation data center is not  carrier neutral. The data center was last updated on 20-10-2010.",HostDime Brazil,Brazil,Paraiba,58020500,Joao Pessoa,HostDime Brazil,"HostDime.com, Inc."
"
	ALC is located in the area Ap Lei Chau, Hong Kong (Hong Kong, SAR of China), and the colocation data center is  carrier neutral. The data center was last updated on 23-07-2014.",ALC,Hong Kong,,0,Hong Kong,ALC,CITIC Telecom International Holdings Limited
"
	JMA Wired is located in the area San Francisco, USA (America).",JMA Wired,,,,,,
"
	DLS Internet LITH is located in the area Chicago, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 10-05-2008.",DLS Internet LITH,USA,Illinois,60156,Lake in the Hills,DLS Internet LITH,DLS Internet Services
"
	TeliaSonera HBG/G is located in the area Hamburg, Germany (Deutschland), and the colocation data center is  carrier neutral. The data center was last updated on 16-04-2013.",TeliaSonera HBG/G,Germany,,22335,Hamburg,TeliaSonera HBG/G,TeliaSonera International Carrier
"
	TeliaSonera EJB/J is located in the area Copenhagen (København), Denmark (Danmark), and the colocation data center is  carrier neutral. The data center was last updated on 16-04-2013.",TeliaSonera EJB/J,Denmark,,2600,Glostrup,TeliaSonera EJB/J,TeliaSonera International Carrier
"
	TeliaSonera WIEN is located in the area Vienna (Wien), Austria (Österreich), and the colocation data center is  carrier neutral. The data center was last updated on 16-04-2013.",TeliaSonera WIEN,Austria,,1230,Vienna,TeliaSonera WIEN,TeliaSonera International Carrier
"
	TeliaSonera HLS/K is located in the area Helsinki, Finland (Suomi), and the colocation data center is  carrier neutral. The data center was last updated on 16-04-2013.",TeliaSonera HLS/K,Finland,,00100,Helsinki,TeliaSonera HLS/K,TeliaSonera International Carrier
"
	TeliaSonera LJHN2 is located in the area Stockholm, Sweden (Sverige), and the colocation data center is  carrier neutral. The data center was last updated on 16-04-2013.",TeliaSonera LJHN2,Sweden,,11743,Stockholm,TeliaSonera LJHN2,TeliaSonera International Carrier
"
	TeliaSonera FFM/K2 is located in the area Frankfurt (Frankfurt am Main), Germany (Deutschland), and the colocation data center is  carrier neutral. The data center was last updated on 15-04-2013.",TeliaSonera FFM/K2,Germany,,60326,Frankfurt,TeliaSonera FFM/K2,TeliaSonera International Carrier
"
	TeliaSonera WZW/G is located in the area Warsaw (Warszawa), Poland (Polska), and the colocation data center is  carrier neutral. The data center was last updated on 16-04-2013.",TeliaSonera WZW/G,Poland,,02-231,Warsaw,TeliaSonera WZW/G,TeliaSonera International Carrier
"
	TeliaSonera OKR/C is located in the area Oslo, Norway (Norge), and the colocation data center is  carrier neutral. The data center was last updated on 16-04-2013.",TeliaSonera OKR/C,Norway,,0581,Oslo,TeliaSonera OKR/C,TeliaSonera International Carrier
"
	TeliaSonera FFM/B is located in the area Frankfurt (Frankfurt am Main), Germany (Deutschland), and the colocation data center is  carrier neutral. The data center was last updated on 16-04-2013.",TeliaSonera FFM/B,Germany,,60326,Frankfurt,TeliaSonera FFM/B,TeliaSonera International Carrier
"
	TeliaSonera HDN/I is located in the area Stockholm, Sweden (Sverige), and the colocation data center is  carrier neutral. The data center was last updated on 16-04-2013.",TeliaSonera HDN/I,Sweden,,13682,Haninge,TeliaSonera HDN/I,TeliaSonera International Carrier
"
	TeliaSonera HLS/I is located in the area Helsinki, Finland (Suomi), and the colocation data center is  carrier neutral. The data center was last updated on 16-04-2013.",TeliaSonera HLS/I,Finland,,00120,Helsinki,TeliaSonera HLS/I,TeliaSonera International Carrier
"
	Telia Copenhagen II is located in the area Copenhagen (København), Denmark (Danmark), and the colocation data center is  carrier neutral. The data center was last updated on 16-04-2013.",Telia Copenhagen II,Denmark,,2300,Copenhagen,Telia Copenhagen II,TeliaSonera International Carrier
"
	Telia Copenhagen I is located in the area Copenhagen (København), Denmark (Danmark), and the colocation data center is  carrier neutral. The data center was last updated on 16-04-2013.",Telia Copenhagen I,Denmark,,2600,Glostrup,Telia Copenhagen I,TeliaSonera International Carrier
"
	Verizon UK5 is located in the area London, United Kingdom (UK), and the colocation data center is not  carrier neutral. The data center was last updated on 08-12-2007.",Verizon UK5,United Kingdom,,NW1 0QG,London,Verizon UK5,Verizon Communications Inc.
"
	Alfabygget is located in the area Oslo, Norway (Norge), and the colocation data center is  carrier neutral. The data center was last updated on 01-10-2007.",Alfabygget,Norway,,0520,Oslo,Alfabygget,Verizon Communications Inc.
"
	Verizon Stockholm is located in the area Stockholm, Sweden (Sverige), and the colocation data center is  carrier neutral. The data center was last updated on 13-10-2007.",Verizon Stockholm,Sweden,,16440,Kista,Verizon Stockholm,Verizon Communications Inc.
"
	Verizon Brussels is located in the area Brussels (Bruxelles), Belgium, and the colocation data center is not  carrier neutral. The data center was last updated on 05-10-2007.",Verizon Brussels,Belgium,,1831,Diegem,Verizon Brussels,Verizon Communications Inc.
"
	Netgroup Datacenter is located in the area Copenhagen (København), Denmark (Danmark), and the colocation data center is  carrier neutral. The data center was last updated on 15-07-2008.",Netgroup Datacenter,Denmark,,2630,Taastrup,Netgroup Datacenter,Netgroup A/S
"
	Telehouse Hamburg is located in the area Hamburg, Germany (Deutschland), and the colocation data center is  carrier neutral. The data center was last updated on 08-10-2007.",Telehouse Hamburg,Germany,,22335,Hamburg,Telehouse Hamburg,e-shelter facility services GmbH
"
	TELEHOUSE Tokyo Otemachi is located in the area Tokyo, Japan, and the colocation data center is  carrier neutral. The data center was last updated on 09-06-2015.",TELEHOUSE Tokyo Otemachi,Japan,,100-0004,Tokyo,TELEHOUSE Tokyo Otemachi,KDDI Corporation
"
	R-IT is located in the area Vienna (Wien), Austria (Österreich), and the colocation data center is  carrier neutral. The data center was last updated on 19-01-2012.",R-IT,Austria,,1020,Vienna,R-IT,Raiffeisen Informatik GmbH
"
	ManagedWay Data Center #2 is located in the area Detroit, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 21-03-2016.",ManagedWay Data Center #2,USA,Michigan,48083,Troy,ManagedWay Data Center #2,ManagedWay Company
"
	ManagedWay Data Center #1 is located in the area Detroit, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 21-03-2016.",ManagedWay Data Center #1,USA,Michigan,48083,Troy,ManagedWay Data Center #1,ManagedWay Company
"
	TelecityGroup London (Powergate) is located in the area London, United Kingdom (UK), and the colocation data center is  carrier neutral. The data center was last updated on 13-10-2007.",TelecityGroup London (Powergate),United Kingdom,,NW10 6PW,London,TelecityGroup London (Powergate),TelecityGroup
"
	LG Networks NYC Node is located in the area New York, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 13-10-2007.",LG Networks NYC Node,USA,New York,10012,New York,LG Networks NYC Node,Level 3 Communications
"
	Pittock Internet Exchange is located in the area Portland, USA (America).",Pittock Internet Exchange,,,,,,
"
	DLX.DK is located in the area Herning, Denmark (Danmark), and the colocation data center is not  carrier neutral. The data center was last updated on 28-02-2012.",DLX.DK,Denmark,,7400,Herning,DLX.DK,DLX ApS
"
	Fiberpipe is located in the area Boise, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 09-04-2009.",Fiberpipe,USA,Idaho,83704,Boise,Fiberpipe,"Fiberpipe, Inc."
"
	G-System POINT-3-MSK is located in the area Moscow, Russia, and the colocation data center is  carrier neutral. The data center was last updated on 15-04-2009.",G-System POINT-3-MSK,Russia,,109456,Moscow,G-System POINT-3-MSK,LLC GCX
"
	470 Exchange is located in the area Atlanta, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 08-04-2009.",470 Exchange,USA,Georgia,30327,Atlanta,470 Exchange,Facility Gateway Corporation
"
	Safenames Milton Keynes is located in the area Milton Keynes, United Kingdom (UK), and the colocation data center is  carrier neutral. The data center was last updated on 23-03-2009.",Safenames Milton Keynes,United Kingdom,,MK14 6ls,Milton Keynes,Safenames Milton Keynes,Safenames Ltd
"
	Node4 (Derby) is located in the area Derby, United Kingdom (UK), and the colocation data center is  carrier neutral. The data center was last updated on 19-06-2013.",Node4 (Derby),United Kingdom,,DE24 8HZ,Derby,Node4 (Derby),Node4 Ltd
"
	IO is located in the area Phoenix, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 22-07-2016.",IO,USA,Arizona,85008,Phoenix,,IO
"
	RSAWEB Cape Town DC2 is located in the area Cape Town, South Africa, and the colocation data center is  carrier neutral. The data center was last updated on 05-03-2009.",RSAWEB Cape Town DC2,South Africa,,8001,Cape Town,RSAWEB Cape Town DC2,RSAWEB Internet Services
"
	Hostbasket is located in the area Gent (Ghent), Belgium, and the colocation data center is  carrier neutral. The data center was last updated on 01-03-2009.",Hostbasket,Belgium,,9080,Lochristi,Hostbasket,Hostbasket nv
"
	PLUTEX is located in the area Bremen, Germany (Deutschland), and the colocation data center is not  carrier neutral. The data center was last updated on 10-03-2009.",PLUTEX,Germany,,28215,Bremen,PLUTEX,PLUTEX GmbH
"
	Teraco Cape Town is located in the area Cape Town, South Africa, and the colocation data center is  carrier neutral. The data center was last updated on 25-06-2014.",Teraco Cape Town,South Africa,Western Cape,7735,Cape Town,Teraco Cape Town,Teraco Data Environments (Pty) Ltd
"
	Scott Data Center is located in the area Omaha, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 05-04-2009.",Scott Data Center,USA,Nebraska,68106,Omaha,Scott Data Center,The Scott Technology Tranfer and Incubator Center
"
	France Telecom RueChappe is located in the area Strasbourg, France (Française), and the colocation data center is not  carrier neutral. The data center was last updated on 23-03-2009.",France Telecom RueChappe,France,,67000,Strasbourg,France Telecom RueChappe,Orange
"
	Shanghai Quanhua Data Center is located in the area Shanghai, China, and the colocation data center is not  carrier neutral. The data center was last updated on 04-03-2009.",Shanghai Quanhua Data Center,China,,200000,Shanghai,Shanghai Quanhua Data Center,China Telecom Corporation
"
	Sonoma Mountain Data Center is located in the area Rohnert Park, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 31-08-2009.",Sonoma Mountain Data Center,USA,California,94928,Rohnert Park,,Sonoma Mountain Data Center
"
	Zhejiang Shaoxing Data Center is located in the area Zhejiang, China, and the colocation data center is not  carrier neutral. The data center was last updated on 04-03-2009.",Zhejiang Shaoxing Data Center,China,,312000,Zhejiang,Zhejiang Shaoxing Data Center,China Telecom Corporation
"
	AIMS Data Centre is located in the area Selangor, Malaysia, and the colocation data center is  carrier neutral. The data center was last updated on 27-02-2009.",AIMS Data Centre,Malaysia,,Cangkat Raja Chulan,Kuala Lumpur,AIMS Data Centre,Asias Communications Exchange
"
	Equinix NY7 is located in the area Hudson County, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 14-01-2014.",Equinix NY7,USA,New Jersey,07047,North Bergen,Equinix NY7,"Equinix, Inc"
"
	mindSHIFT Commack is located in the area Long Island, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 29-11-2016.",mindSHIFT Commack,USA,New York,11725,Commack,mindSHIFT Commack,"mindSHIFT Technologies, Inc."
"
	1120 Vermont Avenue NW is located in the area Washington D.C., USA (America).",1120 Vermont Avenue NW,,,,,,
"
	Equinix SV6 is located in the area Santa Clara, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 13-01-2014.",Equinix SV6,USA,California,94089,Sunnyvale,Equinix SV6,"Equinix, Inc"
"
	511 Building is located in the area Minneapolis, USA (America).",511 Building,,,,,,
"
	200 Technology Center is located in the area Miami, USA (America).",200 Technology Center,,,,,,
"
	OBBTel is located in the area Vienna (Wien), Austria (Österreich), and the colocation data center is  carrier neutral. The data center was last updated on 26-04-2009.",OBBTel,Austria,,1210,Vienna,OBBTel,ÖBB Telekom Service GmbH
"
	Lightower Worcester is located in the area Worcester, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 28-04-2009.",Lightower Worcester,USA,Massachusetts,1608,Worcester,Lightower Worcester,Lightower Fiber Networks
"
	RCN Metro 56 Roland is located in the area Boston, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 28-04-2009.",RCN Metro 56 Roland,USA,Massachusetts,2129,Boston,RCN Metro 56 Roland,Sidera Networks
"
	Lightower Providence is located in the area Providence, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 28-04-2009.",Lightower Providence,USA,Rhode Island,2909,Providence,Lightower Providence,Lightower Fiber Networks
"
	transtelco El Paso is located in the area El Paso, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 27-04-2009.",transtelco El Paso,USA,Texas,79901,El Paso,transtelco El Paso,"transtelco, Inc."
"
	CoreLink Las Vegas is located in the area Las Vegas, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 25-06-2009.",CoreLink Las Vegas,USA,Nevada,89101,Las Vegas,CoreLink Las Vegas,CoreLink Data Centers LLC
"
	Bestline Communications is located in the area Austin, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 26-04-2009.",Bestline Communications,USA,Texas,78701,Austin,Bestline Communications,"Bestline Communications, L.P."
"
	LasVegas.Net is located in the area Las Vegas, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 27-04-2009.",LasVegas.Net,USA,Nevada,89104,Las Vegas,LasVegas.Net,LV.NET
"
	Data centre Markoja is located in the area Zagreb, Croatia (Republika Hrvatska), and the colocation data center is  carrier neutral. The data center was last updated on 26-04-2009.",Data centre Markoja,Croatia,,10000,Zagreb,Data centre Markoja,Markoja d.o.o.
"
	Hypertech BCDR Center is located in the area Montreal, Canada, and the colocation data center is  carrier neutral. The data center was last updated on 26-04-2009.",Hypertech BCDR Center,Canada,Quebec,H4S 1K5,St-Laurent,Hypertech BCDR Center,HyperTec Continuity Services
"
	Elisa Tallinn is located in the area Tallinn, Estonia (Eesti Vabariik), and the colocation data center is  carrier neutral. The data center was last updated on 26-04-2009.",Elisa Tallinn,Estonia,,10614,Tallinn,Elisa Tallinn,Elisa Oyj
"
	Nebula Helsinki is located in the area Helsinki, Finland (Suomi), and the colocation data center is  carrier neutral. The data center was last updated on 26-04-2009.",Nebula Helsinki,Finland,,00210,Helsinki,Nebula Helsinki,Nebula Oy
"
	IP-Only Stockholm Gärdet is located in the area Stockholm, Sweden (Sverige), and the colocation data center is  carrier neutral. The data center was last updated on 26-04-2009.",IP-Only Stockholm Gärdet,Sweden,,115 28,Stockholm,IP-Only Stockholm Gärdet,IP-Only Telecommunication AB
"
	IP-Only Göteborg Tagene is located in the area Gothenburg (Göteborg), Sweden (Sverige), and the colocation data center is  carrier neutral. The data center was last updated on 26-04-2009.",IP-Only Göteborg Tagene,Sweden,,425 37,Hisings Kärra,IP-Only Göteborg Tagene,IP-Only Telecommunication AB
"
	IP-Only Malmö Limhamn is located in the area Malmö (Malmø), Sweden (Sverige), and the colocation data center is  carrier neutral. The data center was last updated on 26-04-2009.",IP-Only Malmö Limhamn,Sweden,,216 16,Limhamn,IP-Only Malmö Limhamn,IP-Only Telecommunication AB
"
	Iberbanda Madrid is located in the area Madrid, Spain (España), and the colocation data center is  carrier neutral. The data center was last updated on 26-04-2009.",Iberbanda Madrid,Spain,,28036,Madrid,Iberbanda Madrid,"Iberbanda, S.A"
"
	UPC Telemach is located in the area Ljubljana, Slovenia (Republika Slovenija), and the colocation data center is  carrier neutral. The data center was last updated on 26-04-2009.",UPC Telemach,Slovenia,,1000,Ljubljana,UPC Telemach,UPC Telemach d.o.o.
"
	Arsys is located in the area Logrono (Logroño), Spain (España), and the colocation data center is  carrier neutral. The data center was last updated on 26-04-2009.",Arsys,Spain,,26007,Logroño,Arsys,Arsys Internet S.L.
"
	Datacenter DC01 is located in the area Ljubljana, Slovenia (Republika Slovenija), and the colocation data center is  carrier neutral. The data center was last updated on 26-04-2009.",Datacenter DC01,Slovenia,,1000,Ljubljana,Datacenter DC01,Datacenter d.o.o.
"
	Tustelekom #2 is located in the area Ljubljana, Slovenia (Republika Slovenija), and the colocation data center is  carrier neutral. The data center was last updated on 26-04-2009.",Tustelekom #2,Slovenia,,1000,Ljubljana,Tustelekom #2,TUS TELEKOM d.d.
"
	GTS Budapest is located in the area Budapest, Hungary, and the colocation data center is  carrier neutral. The data center was last updated on 26-04-2009.",GTS Budapest,Hungary,,1132,Budapest,GTS Budapest,GTS Hungary
"
	Invitel is located in the area Budapest, Hungary, and the colocation data center is  carrier neutral. The data center was last updated on 26-04-2009.",Invitel,Hungary,,1117 XI,Budapest,Invitel,Invitel Holdings A/S
"
	Cogent Oakland is located in the area Oakland, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 27-01-2012.",Cogent Oakland,USA,California,94612,Oakland,Cogent Oakland,"Cogent Communications, Inc."
"
	Host Europe is located in the area Cologne (Köln), Germany (Deutschland), and the colocation data center is  carrier neutral. The data center was last updated on 26-04-2009.",Host Europe,Germany,,51149,Cologne,Host Europe,Host Europe GmbH
"
	KPN Munich #2 is located in the area Munich (Münich), Germany (Deutschland), and the colocation data center is  carrier neutral. The data center was last updated on 26-04-2009.",KPN Munich #2,Germany,,80335,Munich,KPN Munich #2,Koninklijke KPN N.V
"
	Fibertech Stamford is located in the area Stamford, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 26-04-2009.",Fibertech Stamford,USA,Connecticut,6902,Stamford,Fibertech Stamford,Fibertech Networks
"
	Hostway Boeing Data Center is located in the area Chicago, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 26-04-2009.",Hostway Boeing Data Center,USA,Illinois,60606,Chicago,Hostway Boeing Data Center,"Hostway Services, Inc"
"
	Hostway Tampa is located in the area Tampa, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 22-10-2012.",Hostway Tampa,USA,Florida,33602,Tampa,Hostway Tampa,"Hostway Services, Inc"
"
	Interoute Bulgaria SOF-SHI is located in the area Sofia, Bulgaria, and the colocation data center is  carrier neutral. The data center was last updated on 02-10-2009.",Interoute Bulgaria SOF-SHI,Bulgaria,,1574,Sofia,Interoute Bulgaria SOF-SHI,Interoute Communications Ltd
"
	SFR Netcenter Rennes is located in the area Rennes, France (Française), and the colocation data center is  carrier neutral. The data center was last updated on 26-04-2009.",SFR Netcenter Rennes,France,,35510,Cesson Sevigné,SFR Netcenter Rennes,"SFR,SA"
"
	Oak Tower is located in the area Kansas City MO, USA (America).",Oak Tower,,,,,,
"
	SFR Netcenter Vennissieux is located in the area Lyon, France (Française), and the colocation data center is  carrier neutral. The data center was last updated on 17-08-2010.",SFR Netcenter Vennissieux,France,,69200,Vénissieux,SFR Netcenter Vennissieux,"SFR,SA"
"
	C7 Data Centers - Lindon is located in the area Orem, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 22-04-2009.",C7 Data Centers - Lindon,USA,Utah,84042,Lindon,C7 Data Centers - Lindon,"C7 Data Centers, Inc."
"
	Ridge Lea is located in the area Buffalo, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 24-04-2009.",Ridge Lea,USA,New York,14226,Amherst,Ridge Lea,Level 3 Communications
"
	Brennan is located in the area Brisbane (Queensland), Australia, and the colocation data center is  carrier neutral. The data center was last updated on 21-04-2009.",Brennan,Australia,,4006,Fortitude Valley,,Brennan
"
	C7 Data Centers - Orem is located in the area Orem, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 22-04-2009.",C7 Data Centers - Orem,USA,Utah,84097,Orem,C7 Data Centers - Orem,"C7 Data Centers, Inc."
"
	Internap Atlanta is located in the area Atlanta, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 27-07-2012.",Internap Atlanta,USA,Georgia,30303,Atlanta,Internap Atlanta,Internap Network Services Corporation
"
	Internap Santa Clara is located in the area Santa Clara, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 27-07-2012.",Internap Santa Clara,USA,California,95054,Santa Clara,Internap Santa Clara,Internap Network Services Corporation
"
	Optic Fusion - Perkins Building is located in the area Tacoma, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 07-06-2013.",Optic Fusion - Perkins Building,USA,Washington,98402,Tacoma,Optic Fusion - Perkins Building,"Optic Fusion, Inc."
"
	Alpheus Communications Houston #1 is located in the area Houston, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 18-08-2014.",Alpheus Communications Houston #1,USA,Texas,77002,Houston,Alpheus Communications Houston #1,Alpheus Communications
"
	Alpheus Fort Worth is located in the area Dallas, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 30-04-2009.",Alpheus Fort Worth,USA,Texas,76102,Fort Worth,Alpheus Fort Worth,Alpheus Communications
"
	Alpheus Communications Austin is located in the area Austin, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 18-08-2014.",Alpheus Communications Austin,USA,Texas,78702,Austin,Alpheus Communications Austin,Alpheus Communications
"
	Sprint Pennsauken is located in the area Pennsauken, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 29-04-2009.",Sprint Pennsauken,USA,New Jersey,08109,Pennsauken,Sprint Pennsauken,Sprint Nextel Corporation
"
	TexLink Houston is located in the area Houston, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 30-04-2009.",TexLink Houston,USA,Texas,77056,Houston,TexLink Houston,"TexLink Communications, Inc."
"
	NetSource is located in the area Chicago, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 21-01-2013.",NetSource,USA,Illinois,60563,Naperville,NetSource,"NetSource Communications, Inc."
"
	Rackspace Dallas is located in the area Dallas, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 29-04-2009.",Rackspace Dallas,USA,Texas,76051,Grapevine,Rackspace Dallas,Rackspace Hosting
"
	AT&T 21561 Beaumeade is located in the area Ashburn, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 29-04-2009.",AT&T 21561 Beaumeade,USA,Virginia,22204,Ashburn,AT&T 21561 Beaumeade,AT&T Inc.
"
	Carpathia Ashburn Datacenter is located in the area Sterling, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 29-04-2009.",Carpathia Ashburn Datacenter,USA,Virginia,20166,Sterling,Carpathia Ashburn Datacenter,Carpathia Hosting
"
	AT&T 811 10th Ave is located in the area New York, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 29-04-2009.",AT&T 811 10th Ave,USA,New York,10019,New York,AT&T 811 10th Ave,AT&T Inc.
"
	AT&T 21571 Beaumeade is located in the area Ashburn, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 29-04-2009.",AT&T 21571 Beaumeade,USA,Virginia,22204,Ashburn,AT&T 21571 Beaumeade,AT&T Inc.
"
	AT&T 3175 Spring is located in the area Palo Alto, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 29-04-2009.",AT&T 3175 Spring,USA,California,94063,Redwood City,AT&T 3175 Spring,AT&T Inc.
"
	AT&T 1301 W Univesity is located in the area Phoenix, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 29-04-2009.",AT&T 1301 W Univesity,USA,Arizona,85201,Mesa,AT&T 1301 W Univesity,AT&T Inc.
"
	Level 3 Emeryville 1 is located in the area Emeryville, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 21-11-2014.",Level 3 Emeryville 1,USA,California,94608,Emeryville,Level 3 Emeryville 1,Level 3 Communications
